gisjoin,state,county,year,wheat_production_bu
G2600810,Michigan,Kent,1840,18750.0
G2600870,Michigan,Lapeer,1840,35472.0
G2600910,Michigan,Lenawee,1840,167891.0
G2600930,Michigan,Livingston,1840,84943.0
G2600990,Michigan,Macomb,1840,81064.0
G2601095,Michigan,Michilimackinac,1840,0.0
G2601150,Michigan,Monroe,1840,42856.0
G2601250,Michigan,Oakland,1840,264965.0
G2601270,Michigan,Oceana,1840,0.0
G2601390,Michigan,Ottawa,1840,1226.0
G2601450,Michigan,Saginaw,1840,4125.0
G2601470,Michigan,St Clair,1840,10836.0
G2601490,Michigan,St Joseph,1840,131451.0
G2601550,Michigan,Shiawassee,1840,19584.0
G2601590,Michigan,Van Buren,1840,15640.0
G2601610,Michigan,Washtenaw,1840,216597.0
G2601630,Michigan,Wayne,1840,89769.0
G2800010,Mississippi,Adams,1840,0.0
G2800050,Mississippi,Amite,1840,285.0
G2800070,Mississippi,Attala,1840,2909.0
G2800110,Mississippi,Bolivar,1840,0.0
G2800150,Mississippi,Carroll,1840,6208.0
G2800170,Mississippi,Chickasaw,1840,3801.0
G2800190,Mississippi,Choctaw,1840,4006.0
G2800210,Mississippi,Claiborne,1840,0.0
G2800230,Mississippi,Clarke,1840,1008.0
G2800270,Mississippi,Coahoma,1840,0.0
G2800290,Mississippi,Copiah,1840,249.0
G2800310,Mississippi,Covington,1840,2278.0
G2800330,Mississippi,DeSoto,1840,2600.0
G2800370,Mississippi,Franklin,1840,22.0
G2800410,Mississippi,Greene,1840,0.0
G2800450,Mississippi,Hancock,1840,0.0
G2800490,Mississippi,Hinds,1840,0.0
G2800510,Mississippi,Holmes,1840,3707.0
G2800570,Mississippi,Itawamba,1840,8101.0
G2800590,Mississippi,Jackson,1840,0.0
G2800610,Mississippi,Jasper,1840,2550.0
G2800630,Mississippi,Jefferson,1840,15.0
G2800670,Mississippi,Jones,1840,292.0
G2800690,Mississippi,Kemper,1840,7855.0
G2800710,Mississippi,Lafayette,1840,9496.0
G2800750,Mississippi,Lauderdale,1840,0.0
G2800770,Mississippi,Lawrence,1840,3329.0
G2800790,Mississippi,Leake,1840,1077.0
G2800870,Mississippi,Lowndes,1840,13668.0
G2800890,Mississippi,Madison,1840,1198.0
G2800910,Mississippi,Marion,1840,187.0
G2800930,Mississippi,Marshall,1840,19113.0
G2800950,Mississippi,Monroe,1840,22592.0
G2800990,Mississippi,Neshoba,1840,7163.0
G2801010,Mississippi,Newton,1840,1924.0
G2801030,Mississippi,Noxubee,1840,4072.0
G2801050,Mississippi,Oktibbeha,1840,2475.0
G2801070,Mississippi,Panola,1840,2041.0
G2801110,Mississippi,Perry,1840,203.0
G2801130,Mississippi,Pike,1840,257.0
G2801150,Mississippi,Pontotoc,1840,8783.0
G2801210,Mississippi,Rankin,1840,255.0
G2801230,Mississippi,Scott,1840,1255.0
G2801270,Mississippi,Simpson,1840,2134.0
G2801290,Mississippi,Smith,1840,1379.0
G2801350,Mississippi,Tallahatchie,1840,1887.0
G2801390,Mississippi,Tippah,1840,15701.0
G2801410,Mississippi,Tishomingo,1840,5130.0
G2801430,Mississippi,Tunica,1840,436.0
G2801490,Mississippi,Warren,1840,0.0
G2801510,Mississippi,Washington,1840,0.0
G2801530,Mississippi,Wayne,1840,350.0
G2801570,Mississippi,Wilkinson,1840,0.0
G2801590,Mississippi,Winston,1840,8843.0
G2801610,Mississippi,Yalobusha,1840,14958.0
G2801630,Mississippi,Yazoo,1840,834.0
G2900070,Missouri,Audrain,1840,2927.0
G2900090,Missouri,Barry,1840,13157.0
G2900150,Missouri,Benton,1840,3283.0
G2900190,Missouri,Boone,1840,44411.0
G2900210,Missouri,Buchanan,1840,1884.0
G2900250,Missouri,Caldwell,1840,4079.0
G2900270,Missouri,Callaway,1840,33909.0
G2900310,Missouri,Cape Girardeau,1840,41235.0
G2900330,Missouri,Carroll,1840,1100.0
G2900410,Missouri,Chariton,1840,8162.0
G2900450,Missouri,Clark,1840,14553.0
G2900470,Missouri,Clay,1840,8889.0
G2900490,Missouri,Clinton,1840,2469.0
G2900510,Missouri,Cole,1840,30080.0
G2900530,Missouri,Cooper,1840,43371.0
G2900550,Missouri,Crawford,1840,14233.0
G2900610,Missouri,Daviess,1840,2644.0
G2900710,Missouri,Franklin,1840,33108.0
G2900730,Missouri,Gasconade,1840,7149.0
G2900770,Missouri,Greene,1840,16589.0
G2900890,Missouri,Howard,1840,33040.0
G2900950,Missouri,Jackson,1840,5336.0
G2900990,Missouri,Jefferson,1840,13350.0
G2901010,Missouri,Johnson,1840,4135.0
G2901070,Missouri,Lafayette,1840,9316.0
G2901110,Missouri,Lewis,1840,45583.0
G2901130,Missouri,Lincoln,1840,27321.0
G2901150,Missouri,Linn,1840,2834.0
G2901170,Missouri,Livingston,1840,1768.0
G2901210,Missouri,Macon,1840,9105.0
G2901230,Missouri,Madison,1840,9746.0
G2901270,Missouri,Marion,1840,38678.0
G2901310,Missouri,Miller,1840,5005.0
G2901370,Missouri,Monroe,1840,19208.0
G2901390,Missouri,Montgomery,1840,12717.0
G2901410,Missouri,Morgan,1840,9225.0
G2901430,Missouri,New Madrid,1840,9503.0
G2901450,Missouri,Newton,1840,6151.0
G2901570,Missouri,Perry,1840,11684.0
G2901590,Missouri,Pettis,1840,6579.0
G2901630,Missouri,Pike,1840,42971.0
G2901650,Missouri,Platte,1840,8616.0
G2901670,Missouri,Polk,1840,12143.0
G2901690,Missouri,Pulaski,1840,18680.0
G2901730,Missouri,Ralls,1840,23954.0
G2901750,Missouri,Randolph,1840,13693.0
G2901770,Missouri,Ray,1840,15284.0
G2901810,Missouri,Ripley,1840,7442.0
G2901815,Missouri,Rives,1840,5283.0
G2901830,Missouri,St Charles,1840,54144.0
G2901860,Missouri,Ste Genevieve,1840,28976.0
G2901870,Missouri,St Francois,1840,21903.0
G2901890,Missouri,St Louis,1840,59177.0
G2901950,Missouri,Saline,1840,24677.0
G2902010,Missouri,Scott,1840,10111.0
G2902050,Missouri,Shelby,1840,5195.0
G2902070,Missouri,Stoddard,1840,7506.0
G2902130,Missouri,Taney,1840,6896.0
G2902155,Missouri,Van Buren,1840,1644.0
G2902190,Missouri,Warren,1840,13693.0
G2902210,Missouri,Washington,1840,34933.0
G2902230,Missouri,Wayne,1840,12949.0
G3300050,New Hampshire,Cheshire,1840,28641.0
G3300070,New Hampshire,Coos,1840,26951.0
G3300090,New Hampshire,Grafton,1840,100231.0
G3300110,New Hampshire,Hillsborough,1840,39027.0
G3300130,New Hampshire,Merrimack,1840,80612.0
G3300150,New Hampshire,Rockingham,1840,20392.0
G3300170,New Hampshire,Strafford,1840,99698.0
G3300190,New Hampshire,Sullivan,1840,26572.0
G3400010,New Jersey,Atlantic,1840,2099.0
G3400030,New Jersey,Bergen,1840,7221.0
G3400050,New Jersey,Burlington,1840,90836.0
G3400090,New Jersey,Cape May,1840,8692.0
G3400110,New Jersey,Cumberland,1840,42326.0
G3400130,New Jersey,Essex,1840,34692.0
G3400150,New Jersey,Gloucester,1840,34175.0
G3400170,New Jersey,Hudson,1840,2360.0
G3400190,New Jersey,Hunterdon,1840,76332.0
G3400210,New Jersey,Mercer,1840,43486.0
G3400230,New Jersey,Middlesex,1840,35933.0
G3400250,New Jersey,Monmouth,1840,39368.0
G3400270,New Jersey,Morris,1840,27103.0
G3400310,New Jersey,Passaic,1840,5190.0
G3400330,New Jersey,Salem,1840,94484.0
G3400350,New Jersey,Somerset,1840,40780.0
G3400370,New Jersey,Sussex,1840,64400.0
G3400410,New Jersey,Warren,1840,124726.0
G3600010,New York,Albany,1840,21008.0
G3600030,New York,Allegany,1840,232471.0
G3600070,New York,Broome,1840,66369.0
G3600090,New York,Cattaraugus,1840,127665.0
G3600110,New York,Cayuga,1840,578436.0
G3600130,New York,Chautauqua,1840,214897.0
G3600150,New York,Chemung,1840,192831.0
G3600170,New York,Chenango,1840,99701.0
G3600190,New York,Clinton,1840,75293.0
G3600210,New York,Columbia,1840,28249.0
G3600230,New York,Cortland,1840,100765.0
G3600250,New York,Delaware,1840,94120.0
G3600270,New York,Dutchess,1840,171617.0
G3600290,New York,Erie,1840,207492.0
G3600310,New York,Essex,1840,60444.0
G3600330,New York,Franklin,1840,64414.0
G3600350,New York,Fulton,1840,25162.0
G3600370,New York,Genesee,1840,911596.0
G3600390,New York,Greene,1840,17677.0
G3600410,New York,Hamilton,1840,3021.0
G3600430,New York,Herkimer,1840,84723.0
G3600450,New York,Jefferson,1840,406721.0
G3600470,New York,Kings,1840,24964.0
G3600490,New York,Lewis,1840,85191.0
G3600510,New York,Livingston,1840,823050.0
G3600530,New York,Madison,1840,200142.0
G3600550,New York,Monroe,1840,1074813.0
G3600570,New York,Montgomery,1840,34281.0
G3600610,New York,New York,1840,0.0
G3600630,New York,Niagara,1840,454823.0
G3600650,New York,Oneida,1840,238159.0
G3600670,New York,Onondaga,1840,655799.0
G3600690,New York,Ontario,1840,770235.0
G3600710,New York,Orange,1840,94774.0
G3600730,New York,Orleans,1840,701212.0
G3600750,New York,Oswego,1840,138602.0
G3600770,New York,Otsego,1840,148880.0
G3600790,New York,Putnam,1840,12250.0
G3600810,New York,Queens,1840,97741.0
G3600830,New York,Rensselaer,1840,21454.0
G3600850,New York,Richmond,1840,18989.0
G3600870,New York,Rockland,1840,3650.0
G3600890,New York,St Lawrence,1840,278007.0
G3600910,New York,Saratoga,1840,72001.0
G3600930,New York,Schenectady,1840,13113.0
G3600950,New York,Schoharie,1840,72871.0
G3600990,New York,Seneca,1840,398505.0
G3601010,New York,Steuben,1840,390275.0
G3601030,New York,Suffolk,1840,105778.0
G3601050,New York,Sullivan,1840,8793.0
G3601070,New York,Tioga,1840,107002.0
G3601090,New York,Tompkins,1840,377201.0
G3601110,New York,Ulster,1840,57877.0
G3601130,New York,Warren,1840,12961.0
G3601150,New York,Washington,1840,49189.0
G3601170,New York,Wayne,1840,571083.0
G3601190,New York,Westchester,1840,35267.0
G3601230,New York,Yates,1840,352814.0
G3700070,North Carolina,Anson,1840,39991.0
G3700090,North Carolina,Ashe,1840,10836.0
G3700130,North Carolina,Beaufort,1840,6333.0
G3700150,North Carolina,Bertie,1840,2839.0
G3700170,North Carolina,Bladen,1840,1549.0
G3700190,North Carolina,Brunswick,1840,9.0
G3700210,North Carolina,Buncombe,1840,22903.0
G3700230,North Carolina,Burke,1840,45976.0
G3700250,North Carolina,Cabarrus,1840,86300.0
G3700290,North Carolina,Camden,1840,2739.0
G3700310,North Carolina,Carteret,1840,2133.0
G3700330,North Carolina,Caswell,1840,78682.0
G3700370,North Carolina,Chatham,1840,94342.0
G3700390,North Carolina,Cherokee,1840,2760.0
G3700410,North Carolina,Chowan,1840,15349.0
G3700470,North Carolina,Columbus,1840,1366.0
G3700490,North Carolina,Craven,1840,3639.0
G3700510,North Carolina,Cumberland,1840,6037.0
G3700530,North Carolina,Currituck,1840,7685.0
G3700570,North Carolina,Davidson,1840,114359.0
G3700590,North Carolina,Davie,1840,44481.0
G3700610,North Carolina,Duplin,1840,2683.0
G3700650,North Carolina,Edgecombe,1840,14295.0
G3700690,North Carolina,Franklin,1840,14456.0
G3700730,North Carolina,Gates,1840,2951.0
G3700770,North Carolina,Granville,1840,51938.0
G3700790,North Carolina,Greene,1840,8824.0
G3700810,North Carolina,Guilford,1840,57728.0
G3700830,North Carolina,Halifax,1840,11230.0
G3700870,North Carolina,Haywood,1840,19559.0
G3700890,North Carolina,Henderson,1840,1268.0
G3700910,North Carolina,Hertford,1840,0.0
G3700950,North Carolina,Hyde,1840,21055.0
G3700970,North Carolina,Iredell,1840,109444.0
G3701010,North Carolina,Johnston,1840,9242.0
G3701030,North Carolina,Jones,1840,5204.0
G3701070,North Carolina,Lenoir,1840,9960.0
G3701090,North Carolina,Lincoln,1840,185373.0
G3701130,North Carolina,Macon,1840,6311.0
G3701170,North Carolina,Martin,1840,5158.0
G3701190,North Carolina,Mecklenburg,1840,78315.0
G3701230,North Carolina,Montgomery,1840,48879.0
G3701250,North Carolina,Moore,1840,15643.0
G3701270,North Carolina,Nash,1840,833.0
G3701290,North Carolina,New Hanover,1840,469.0
G3701310,North Carolina,Northampton,1840,20308.0
G3701330,North Carolina,Onslow,1840,2117.0
G3701350,North Carolina,Orange,1840,87579.0
G3701390,North Carolina,Pasquotank,1840,19130.0
G3701430,North Carolina,Perquimans,1840,35649.0
G3701450,North Carolina,Person,1840,18712.0
G3701470,North Carolina,Pitt,1840,9751.0
G3701510,North Carolina,Randolph,1840,78095.0
G3701530,North Carolina,Richmond,1840,20347.0
G3701550,North Carolina,Robeson,1840,2646.0
G3701570,North Carolina,Rockingham,1840,61015.0
G3701590,North Carolina,Rowan,1840,0.0
G3701610,North Carolina,Rutherford,1840,76663.0
G3701630,North Carolina,Sampson,1840,3872.0
G3701690,North Carolina,Stokes,1840,74989.0
G3701710,North Carolina,Surry,1840,48804.0
G3701770,North Carolina,Tyrrell,1840,8083.0
G3701830,North Carolina,Wake,1840,38379.0
G3701850,North Carolina,Warren,1840,25551.0
G3701870,North Carolina,Washington,1840,8707.0
G3701910,North Carolina,Wayne,1840,12744.0
G3701930,North Carolina,Wilkes,1840,30268.0
G3701990,North Carolina,Yancey,1840,6320.0
G3900010,Ohio,Adams,1840,136292.0
G3900030,Ohio,Allen,1840,60521.0
G3900070,Ohio,Ashtabula,1840,105693.0
G3900090,Ohio,Athens,1840,175894.0
G3900130,Ohio,Belmont,1840,479672.0
G3900150,Ohio,Brown,1840,324019.0
G3900170,Ohio,Butler,1840,318720.0
G3900190,Ohio,Carroll,1840,252428.0
G3900210,Ohio,Champaign,1840,160624.0
G3900230,Ohio,Clark,1840,172329.0
G3900250,Ohio,Clermont,1840,291268.0
G3900270,Ohio,Clinton,1840,213796.0
G3900290,Ohio,Columbiana,1840,445834.0
G3900310,Ohio,Coshocton,1840,319755.0
G3900330,Ohio,Crawford,1840,199270.0
G3900350,Ohio,Cuyahoga,1840,106580.0
G3900370,Ohio,Darke,1840,31675.0
G3900410,Ohio,Delaware,1840,139531.0
G3900430,Ohio,Erie,1840,94112.0
G3900450,Ohio,Fairfield,1840,616152.0
G3900470,Ohio,Fayette,1840,144335.0
G3900490,Ohio,Franklin,1840,243991.0
G3900530,Ohio,Gallia,1840,124028.0
G3900550,Ohio,Geauga,1840,92511.0
G3900570,Ohio,Greene,1840,257465.0
G3900590,Ohio,Guernsey,1840,407319.0
G3900610,Ohio,Hamilton,1840,213815.0
G3900630,Ohio,Hancock,1840,41876.0
G3900650,Ohio,Hardin,1840,30173.0
G3900670,Ohio,Harrison,1840,364069.0
G3900690,Ohio,Henry,1840,4383.0
G3900710,Ohio,Highland,1840,373924.0
G3900730,Ohio,Hocking,1840,109120.0
G3900750,Ohio,Holmes,1840,299188.0
G3900770,Ohio,Huron,1840,164056.0
G3900790,Ohio,Jackson,1840,56749.0
G3900810,Ohio,Jefferson,1840,287486.0
G3900830,Ohio,Knox,1840,521217.0
G3900850,Ohio,Lake,1840,82570.0
G3900870,Ohio,Lawrence,1840,31958.0
G3900890,Ohio,Licking,1840,546471.0
G3900910,Ohio,Logan,1840,34154.0
G3900930,Ohio,Lorain,1840,134474.0
G3900950,Ohio,Lucas,1840,103838.0
G3900970,Ohio,Madison,1840,47646.0
G3901010,Ohio,Marion,1840,147158.0
G3901030,Ohio,Medina,1840,219438.0
G3901050,Ohio,Meigs,1840,93595.0
G3901070,Ohio,Mercer,1840,18596.0
G3901090,Ohio,Miami,1840,136159.0
G3901110,Ohio,Monroe,1840,168795.0
G3901130,Ohio,Montgomery,1840,365938.0
G3901150,Ohio,Morgan,1840,283880.0
G3901190,Ohio,Muskingum,1840,366928.0
G3901230,Ohio,Ottawa,1840,14506.0
G3901250,Ohio,Paulding,1840,3852.0
G3901270,Ohio,Perry,1840,293472.0
G3901290,Ohio,Pickaway,1840,246661.0
G3901310,Ohio,Pike,1840,82470.0
G3901330,Ohio,Portage,1840,112144.0
G3901350,Ohio,Preble,1840,198107.0
G3901370,Ohio,Putnam,1840,43929.0
G3901390,Ohio,Richland,1840,506585.0
G3901410,Ohio,Ross,1840,390790.0
G3901430,Ohio,Sandusky,1840,119122.0
G3901450,Ohio,Scioto,1840,44370.0
G3901470,Ohio,Seneca,1840,348194.0
G3901490,Ohio,Shelby,1840,78691.0
G3901510,Ohio,Stark,1840,753977.0
G3901530,Ohio,Summit,1840,317462.0
G3901550,Ohio,Trumbull,1840,241563.0
G3901570,Ohio,Tuscarawas,1840,332028.0
G3901590,Ohio,Union,1840,57972.0
G3901610,Ohio,Van Wert,1840,3090.0
G3901650,Ohio,Warren,1840,248665.0
G3901670,Ohio,Washington,1840,160650.0
G3901690,Ohio,Wayne,1840,753621.0
G3901710,Ohio,Williams,1840,29268.0
G3901730,Ohio,Wood,1840,29004.0
G4200010,Pennsylvania,Adams,1840,216606.0
G4200030,Pennsylvania,Allegheny,1840,461167.0
G4200050,Pennsylvania,Armstrong,1840,289789.0
G4200070,Pennsylvania,Beaver,1840,326663.0
G4200090,Pennsylvania,Bedford,1840,347704.0
G4200110,Pennsylvania,Berks,1840,381959.0
G4200150,Pennsylvania,Bradford,1840,154266.0
G4200170,Pennsylvania,Bucks,1840,236915.0
G4200190,Pennsylvania,Butler,1840,254914.0
G4200210,Pennsylvania,Cambria,1840,34421.0
G4200270,Pennsylvania,Centre,1840,313511.0
G4200290,Pennsylvania,Chester,1840,438132.0
G4200330,Pennsylvania,Clearfield,1840,46714.0
G4200350,Pennsylvania,Clinton,1840,150354.0
G4200370,Pennsylvania,Columbia,1840,214426.0
G4200390,Pennsylvania,Crawford,1840,125592.0
G4200410,Pennsylvania,Cumberland,1840,567654.0
G4200430,Pennsylvania,Dauphin,1840,277248.0
G4200450,Pennsylvania,Delaware,1840,91381.0
G4200490,Pennsylvania,Erie,1840,173094.0
G4200510,Pennsylvania,Fayette,1840,334297.0
G4200550,Pennsylvania,Franklin,1840,661905.0
G4200590,Pennsylvania,Greene,1840,251823.0
G4200610,Pennsylvania,Huntingdon,1840,521816.0
G4200630,Pennsylvania,Indiana,1840,195254.0
G4200650,Pennsylvania,Jefferson,1840,43598.0
G4200670,Pennsylvania,Juniata,1840,219859.0
G4200710,Pennsylvania,Lancaster,1840,1129277.0
G4200750,Pennsylvania,Lebanon,1840,215428.0
G4200770,Pennsylvania,Lehigh,1840,176468.0
G4200790,Pennsylvania,Luzerne,1840,244389.0
G4200810,Pennsylvania,Lycoming,1840,231757.0
G4200830,Pennsylvania,McKean,1840,8162.0
G4200850,Pennsylvania,Mercer,1840,310015.0
G4200870,Pennsylvania,Mifflin,1840,307696.0
G4200890,Pennsylvania,Monroe,1840,10961.0
G4200910,Pennsylvania,Montgomery,1840,181858.0
G4200950,Pennsylvania,Northampton,1840,289695.0
G4200970,Pennsylvania,Northumberland,1840,227227.0
G4200990,Pennsylvania,Perry,1840,200638.0
G4201010,Pennsylvania,Philadelphia,1840,66987.0
G4201030,Pennsylvania,Pike,1840,4469.0
G4201050,Pennsylvania,Potter,1840,11410.0
G4201070,Pennsylvania,Schuylkill,1840,23744.0
G4201110,Pennsylvania,Somerset,1840,118100.0
G4201150,Pennsylvania,Susquehanna,1840,60828.0
G4201170,Pennsylvania,Tioga,1840,88823.0
G4201190,Pennsylvania,Union,1840,310010.0
G4201210,Pennsylvania,Venango,1840,128486.0
G4201230,Pennsylvania,Warren,1840,30280.0
G4201250,Pennsylvania,Washington,1840,666200.0
G4201270,Pennsylvania,Wayne,1840,15210.0
G4201290,Pennsylvania,Westmoreland,1840,466382.0
G4201330,Pennsylvania,York,1840,357515.0
G4400010,Rhode Island,Bristol,1840,127.0
G4400030,Rhode Island,Kent,1840,494.0
G4400050,Rhode Island,Newport,1840,408.0
G4400070,Rhode Island,Providence,1840,641.0
G4400090,Rhode Island,Washington,1840,1428.0
G4500010,South Carolina,Abbeville,1840,93104.0
G4500070,South Carolina,Anderson,1840,106105.0
G4500110,South Carolina,Barnwell,1840,15889.0
G4500130,South Carolina,Beaufort,1840,5810.0
G4500190,South Carolina,Charleston,1840,50.0
G4500230,South Carolina,Chester,1840,46307.0
G4500250,South Carolina,Chesterfield,1840,5859.0
G4500290,South Carolina,Colleton,1840,3763.0
G4500310,South Carolina,Darlington,1840,13309.0
G4500370,South Carolina,Edgefield,1840,40295.0
G4500390,South Carolina,Fairfield,1840,22784.0
G4500430,South Carolina,Georgetown,1840,550.0
G4500450,South Carolina,Greenville,1840,37644.0
G4500510,South Carolina,Horry,1840,1720.0
G4500550,South Carolina,Kershaw,1840,4744.0
G4500570,South Carolina,Lancaster,1840,23910.0
G4500590,South Carolina,Laurens,1840,186296.0
G4500630,South Carolina,Lexington,1840,28849.0
G4500670,South Carolina,Marion,1840,4033.0
G4500690,South Carolina,Marlboro,1840,9276.0
G4500710,South Carolina,Newberry,1840,57350.0
G4500750,South Carolina,Orangeburg,1840,12490.0
G4500770,South Carolina,Pickens,1840,48815.0
G4500790,South Carolina,Richland,1840,3465.0
G4500830,South Carolina,Spartanburg,1840,58670.0
G4500850,South Carolina,Sumter,1840,7125.0
G4500870,South Carolina,Union,1840,61661.0
G4500890,South Carolina,Williamsburg,1840,4460.0
G4500910,South Carolina,York,1840,64021.0
G4700010,Tennessee,Anderson,1840,18003.0
G4700030,Tennessee,Bedford,1840,94631.0
G4700050,Tennessee,Benton,1840,13722.0
G4700070,Tennessee,Bledsoe,1840,22932.0
G4700090,Tennessee,Blount,1840,95229.0
G4700110,Tennessee,Bradley,1840,16854.0
G4700130,Tennessee,Campbell,1840,14240.0
G4700150,Tennessee,Cannon,1840,38665.0
G4700170,Tennessee,Carroll,1840,684691.0
G4700190,Tennessee,Carter,1840,22603.0
G4700250,Tennessee,Claiborne,1840,37288.0
G4700290,Tennessee,Cocke,1840,18820.0
G4700310,Tennessee,Coffee,1840,47799.0
G4700370,Tennessee,Davidson,1840,104486.0
G4700410,Tennessee,DeKalb,1840,17235.0
G4700430,Tennessee,Dickson,1840,26560.0
G4700450,Tennessee,Dyer,1840,12526.0
G4700470,Tennessee,Fayette,1840,42593.0
G4700490,Tennessee,Fentress,1840,8973.0
G4700510,Tennessee,Franklin,1840,49869.0
G4700530,Tennessee,Gibson,1840,62839.0
G4700550,Tennessee,Giles,1840,92244.0
G4700570,Tennessee,Grainger,1840,50409.0
G4700590,Tennessee,Greene,1840,142392.0
G4700650,Tennessee,Hamilton,1840,11699.0
G4700690,Tennessee,Hardeman,1840,58713.0
G4700710,Tennessee,Hardin,1840,31231.0
G4700730,Tennessee,Hawkins,1840,100777.0
G4700750,Tennessee,Haywood,1840,54100.0
G4700770,Tennessee,Henderson,1840,61502.0
G4700790,Tennessee,Henry,1840,107992.0
G4700810,Tennessee,Hickman,1840,32036.0
G4700850,Tennessee,Humphreys,1840,18290.0
G4700870,Tennessee,Jackson,1840,37685.0
G4700890,Tennessee,Jefferson,1840,80449.0
G4700910,Tennessee,Johnson,1840,5690.0
G4700930,Tennessee,Knox,1840,101491.0
G4700970,Tennessee,Lauderdale,1840,5756.0
G4700990,Tennessee,Lawrence,1840,25976.0
G4701030,Tennessee,Lincoln,1840,104557.0
G4701070,Tennessee,McMinn,1840,88861.0
G4701090,Tennessee,McNairy,1840,36958.0
G4701130,Tennessee,Madison,1840,65178.0
G4701150,Tennessee,Marion,1840,77763.0
G4701170,Tennessee,Marshall,1840,89923.0
G4701190,Tennessee,Maury,1840,131027.0
G4701210,Tennessee,Meigs,1840,26926.0
G4701230,Tennessee,Monroe,1840,39525.0
G4701250,Tennessee,Montgomery,1840,83942.0
G4701290,Tennessee,Morgan,1840,1261.0
G4701310,Tennessee,Obion,1840,10284.0
G4701330,Tennessee,Overton,1840,38452.0
G4701350,Tennessee,Perry,1840,17520.0
G4701390,Tennessee,Polk,1840,8710.0
G4701430,Tennessee,Rhea,1840,19648.0
G4701450,Tennessee,Roane,1840,71520.0
G4701470,Tennessee,Robertson,1840,86068.0
G4701490,Tennessee,Rutherford,1840,147500.0
G4701550,Tennessee,Sevier,1840,48138.0
G4701570,Tennessee,Shelby,1840,12912.0
G4701590,Tennessee,Smith,1840,81430.0
G4701610,Tennessee,Stewart,1840,27274.0
G4701630,Tennessee,Sullivan,1840,99061.0
G4701650,Tennessee,Sumner,1840,124482.0
G4701670,Tennessee,Tipton,1840,12819.0
G4701770,Tennessee,Warren,1840,53347.0
G4701790,Tennessee,Washington,1840,121424.0
G4701810,Tennessee,Wayne,1840,27406.0
G4701830,Tennessee,Weakley,1840,44229.0
G4701850,Tennessee,White,1840,51082.0
G4701870,Tennessee,Williamson,1840,145062.0
G4701890,Tennessee,Wilson,1840,106413.0
G5000010,Vermont,Addison,1840,31322.0
G5000030,Vermont,Bennington,1840,12959.0
G5000050,Vermont,Caledonia,1840,52109.0
G5000070,Vermont,Chittenden,1840,29502.0
G5000090,Vermont,Essex,1840,11161.0
G5000110,Vermont,Franklin,1840,48686.0
G5000130,Vermont,Grand Isle,1840,21430.0
G5000150,Vermont,Lamoille,1840,21070.0
G5000170,Vermont,Orange,1840,69565.0
G5000190,Vermont,Orleans,1840,33315.0
G5000210,Vermont,Rutland,1840,40116.0
G5000230,Vermont,Washington,1840,44110.0
G5000250,Vermont,Windham,1840,23796.0
